10000
53809.80200362897  -412477.5733518815  -32476.0  0.0
53809.80200362897  -412477.5733518815  -32169.829292929295  0.0
53809.80200362897  -412477.5733518815  -31863.658585858582  0.0
53809.80200362897  -412477.5733518815  -31557.487878787877  0.0
53809.80200362897  -412477.5733518815  -31251.31717171717  0.0
53809.80200362897  -412477.5733518815  -30945.146464646463  0.0
53809.80200362897  -412477.5733518815  -30638.975757575758  0.0
51335.314078572184  -412477.5733518815  -30332.805050505052  0.0
51335.314078572184  -412477.5733518815  -30026.634343434343  0.0
51335.314078572184  -412477.5733518815  -29720.463636363635  0.0
51335.314078572184  -412477.5733518815  -29414.292929292926  0.0
51335.314078572184  -412477.5733518815  -29108.12222222222  0.0
51335.314078572184  -412477.5733518815  -28801.951515151515  0.0
51335.314078572184  -412477.5733518815  -28495.780808080806  0.0
51335.314078572184  -412477.5733518815  -28189.6101010101  0.0
51335.314078572184  -412477.5733518815  -27883.439393939392  0.0
51335.314078572184  -412477.5733518815  -27577.268686868683  0.0
51335.314078572184  -412477.5733518815  -27271.097979797978  0.0
51335.314078572184  -412477.5733518815  -26964.927272727273  0.0
51335.314078572184  -412477.5733518815  -26658.756565656564  0.0
51335.314078572184  -412477.5733518815  -26352.58585858586  0.0
48871.13651986867  -412477.5733518815  -26046.41515151515  0.0
48871.13651986867  -412477.5733518815  -25740.24444444444  0.0
48871.13651986867  -412477.5733518815  -25434.073737373736  0.0
48871.13651986867  -412477.5733518815  -25127.90303030303  0.0
48871.13651986867  -412477.5733518815  -24821.73232323232  0.0
48871.13651986867  -412477.5733518815  -24515.561616161616  0.0
48871.13651986867  -412477.5733518815  -24209.390909090907  0.0
48871.13651986867  -412477.5733518815  -23903.220202020202  0.0
48871.13651986867  -412477.5733518815  -23597.049494949493  0.0
48871.13651986867  -412477.5733518815  -23290.878787878784  0.0
48871.13651986867  -412477.5733518815  -22984.70808080808  0.0
48871.13651986867  -412477.5733518815  -22678.53737373737  0.0
48871.13651986867  -412477.5733518815  -22372.366666666665  0.0
48871.13651986867  -412477.5733518815  -22066.19595959596  0.0
48871.13651986867  -412477.5733518815  -21760.025252525254  0.0
46396.64859481334  -412477.5733518815  -21453.854545454542  0.0
46396.64859481334  -412477.5733518815  -21147.683838383833  0.0
46396.64859481334  -412477.5733518815  -20841.513131313128  0.0
46396.64859481334  -412477.5733518815  -20535.342424242423  0.0
46396.64859481334  -412477.5733518815  -20229.171717171717  0.0
46396.64859481334  -412477.5733518815  -19923.001010101012  0.0
46396.64859481334  -412477.5733518815  -19616.830303030303  0.0
46396.64859481334  -412477.5733518815  -19310.65959595959  0.0
46396.64859481334  -412477.5733518815  -19004.488888888885  0.0
46396.64859481334  -412477.5733518815  -18698.31818181818  0.0
46396.64859481334  -412477.5733518815  -18392.147474747475  0.0
46396.64859481334  -412477.5733518815  -18085.976767676766  0.0
46396.64859481334  -412477.5733518815  -17779.80606060606  0.0
46396.64859481334  -412477.5733518815  -17473.635353535352  0.0
43922.16066975656  -412477.5733518815  -17167.464646464643  0.0
43922.16066975656  -412477.5733518815  -16861.293939393938  0.0
43922.16066975656  -412477.5733518815  -16555.123232323233  0.0
43922.16066975656  -412477.5733518815  -16248.952525252524  0.0
43922.16066975656  -412477.5733518815  -15942.781818181818  0.0
43922.16066975656  -412477.5733518815  -15636.611111111108  0.0
43922.16066975656  -412477.5733518815  -15330.440404040402  0.0
43922.16066975656  -412477.5733518815  -15024.269696969697  0.0
43922.16066975656  -412477.5733518815  -14718.098989898986  0.0
43922.16066975656  -412477.5733518815  -14411.928282828281  0.0
43922.16066975656  -412477.5733518815  -14105.757575757572  0.0
43922.16066975656  -412477.5733518815  -13799.586868686865  0.0
43922.16066975656  -412477.5733518815  -13493.41616161616  0.0
43922.16066975656  -412477.5733518815  -13187.245454545451  0.0
41457.98311105304  -412477.5733518815  -12881.074747474746  0.0
41457.98311105304  -412477.5733518815  -12574.904040404039  0.0
41457.98311105304  -412477.5733518815  -12268.73333333333  0.0
41457.98311105304  -412477.5733518815  -11962.562626262625  0.0
41457.98311105304  -412477.5733518815  -11656.391919191918  0.0
41457.98311105304  -412477.5733518815  -11350.221212121209  0.0
41457.98311105304  -412477.5733518815  -11044.050505050503  0.0
41457.98311105304  -412477.5733518815  -10737.879797979795  0.0
41457.98311105304  -412477.5733518815  -10431.709090909088  0.0
41457.98311105304  -412477.5733518815  -10125.538383838382  0.0
41457.98311105304  -412477.5733518815  -9819.367676767673  0.0
41457.98311105304  -412477.5733518815  -9513.196969696966  0.0
41457.98311105304  -412477.5733518815  -9207.026262626261  0.0
41457.98311105304  -412477.5733518815  -8900.855555555552  0.0
38983.495185997715  -412477.5733518815  -8594.684848484845  0.0
38983.495185997715  -412477.5733518815  -8288.51414141414  0.0
38983.495185997715  -412477.5733518815  -7982.343434343431  0.0
38983.495185997715  -412477.5733518815  -7676.172727272725  0.0
38983.495185997715  -412477.5733518815  -7370.002020202019  0.0
38983.495185997715  -412477.5733518815  -7063.83131313131  0.0
38983.495185997715  -412477.5733518815  -6757.660606060604  0.0
38983.495185997715  -412477.5733518815  -6451.489898989895  0.0
38983.495185997715  -412477.5733518815  -6145.319191919189  0.0
38983.495185997715  -412477.5733518815  -5839.148484848483  0.0
38983.495185997715  -412477.5733518815  -5532.977777777774  0.0
38983.495185997715  -412477.5733518815  -5226.807070707067  0.0
